inscricao,idade,sexo,conclusao_ens_med,tipo_ens_med,treineiro,cadeira_canhoto,gestante,idoso,celular_na_residencia,internet_na_residencia,pessoas_na_residencia,renda_mensal_familiar,nota_ct,nota_ch,nota_lc,nota_mt,nota_redacao,estado,municipio,municipio_id
2776512,18,F,Cursando,2,0,0,0,0,1,A,4,2495.00 até 2994.00,589.0,587.3,551.3,687.6,560.0,RJ,RIO DE JANEIRO,3304557
806850,18,F,Concluído,1,0,0,0,0,1,B,3,998.00 até 1497.00,,,,,,SP,CAMPINAS,3509502
397982,15,F,Outros,1,0,0,0,0,1,B,2,1497.00 até 1996.00,534.2,601.2,567.6,600.0,540.0,BA,CAMPO FORMOSO,2906006
4728591,16,M,Cursando,1,1,0,0,0,1,B,5,1497.00 até 1996.00,494.5,486.4,485.0,404.5,440.0,MG,UBERLÂNDIA,3170206
1805569,26,M,Concluído,1,0,0,0,0,1,B,4,14970.00 até 19960.00,,635.3,522.7,,0.0,RJ,RIO DE JANEIRO,3304557
4998003,19,F,Concluído,1,0,0,0,0,1,B,4,1996.00 até 2495.00,,,,,,SP,ITAPEVA,3522406
4470013,21,M,Concluído,1,0,0,0,0,1,A,4,998.00 até 1497.00,,,,,,DF,BRASÍLIA,5300108
4965702,17,F,Cursando,2,0,0,0,0,1,A,5,998.00 até 1497.00,352.9,418.2,389.8,461.9,540.0,RS,SÃO LUIZ GONZAGA,4318903
802634,17,F,Cursando,3,0,0,0,0,1,B,5,7984.00 até 8982.00,622.1,636.6,651.4,664.4,840.0,SP,SÃO PAULO,3550308
2524294,18,F,Cursando,2,0,0,0,0,1,B,2,<= 998.00,414.3,345.3,360.3,502.0,620.0,RJ,RIO BONITO,3304300
2599578,20,F,Concluído,1,0,0,0,0,1,A,4,<= 998.00,583.5,605.2,625.8,640.5,920.0,GO,URUANA,5221700
3294810,19,F,Concluído,1,0,0,0,0,1,B,5,1996.00 até 2495.00,476.2,422.0,561.0,523.2,640.0,PA,SANTARÉM,1506807
3870322,19,F,Concluído,1,0,0,0,0,1,B,3,2994.00 até 3992.00,431.0,387.1,538.3,420.2,740.0,MS,CAMPO GRANDE,5002704
94407,17,F,Cursando,2,0,0,0,0,1,B,7,<= 998.00,430.8,434.6,443.5,478.3,580.0,PI,CORRENTE,2202901
2154243,18,F,Concluído,1,0,0,0,0,1,B,4,1996.00 até 2495.00,356.7,398.0,460.9,467.5,380.0,ES,CACHOEIRO DE ITAPEMIRIM,3201209
4102205,24,M,Concluído,1,0,0,0,0,1,A,6,Nenhuma Renda,498.3,535.1,506.2,564.9,600.0,MA,ARAIOSES,2100907
4844725,34,M,Concluído,1,0,0,0,0,1,B,3,1497.00 até 1996.00,499.9,356.0,397.6,454.5,520.0,SP,PARAGUAÇU PAULISTA,3535507
1083378,17,F,Cursando,2,0,0,0,0,1,A,5,1497.00 até 1996.00,,530.4,534.7,,0.0,SP,MONTE MOR,3531803
90620,20,F,Concluído,1,0,0,0,0,1,B,2,998.00 até 1497.00,,,,,,MA,PINHEIRO,2108603
3413952,28,F,Concluído,1,0,0,0,0,1,B,1,<= 998.00,405.9,501.8,531.9,444.4,580.0,AL,ARAPIRACA,2700300
4848912,19,M,Concluído,1,0,0,0,0,1,B,5,1497.00 até 1996.00,,,,,,SP,SANTO ANASTÁCIO,3547700
2732102,17,M,Cursando,2,0,0,0,0,1,A,4,Nenhuma Renda,397.6,405.6,467.6,421.0,480.0,SE,SÃO FRANCISCO,2806909
2559029,17,M,Cursando,2,0,0,0,0,0,A,8,Nenhuma Renda,341.5,491.4,461.4,435.8,360.0,MA,TIMON,2112209
1809423,17,M,Cursando,3,0,0,0,0,1,B,5,9980.00 até 11976.00,532.3,552.0,575.7,521.7,640.0,RJ,RIO DE JANEIRO,3304557
3303937,27,M,Concluído,1,0,0,0,0,1,A,1,<= 998.00,,,,,,CE,FORTALEZA,2304400
2820868,17,M,Cursando,1,1,0,0,0,1,B,3,5988.00 até 6986.00,,552.4,545.0,,560.0,GO,ITUMBIARA,5211503
313464,18,F,Cursando,2,0,0,0,0,1,B,4,1497.00 até 1996.00,399.0,466.2,543.6,445.2,540.0,MG,UBERLÂNDIA,3170206
1816901,23,F,Concluído,1,0,0,0,0,1,A,3,998.00 até 1497.00,460.1,492.7,549.7,505.6,600.0,MG,SANTA LUZIA,3157807
2802539,24,F,Concluído,1,0,0,0,0,1,B,2,1996.00 até 2495.00,421.3,434.8,519.5,518.7,480.0,MG,BELO HORIZONTE,3106200
2954501,34,M,Concluído,1,0,0,0,0,1,A,3,<= 998.00,542.9,534.8,524.2,557.7,460.0,CE,CRATEÚS,2304103
1653078,37,F,Concluído,1,0,0,0,0,1,B,4,998.00 até 1497.00,,,,,,RS,RIO GRANDE,4315602
2784667,20,F,Concluído,1,0,0,0,0,0,B,3,1497.00 até 1996.00,,,,,,MG,BELO HORIZONTE,3106200
3075650,18,F,Cursando,3,0,0,0,0,1,B,2,8982.00 até 9980.00,467.1,552.1,566.2,553.2,700.0,DF,BRASÍLIA,5300108
3133590,17,M,Cursando,3,0,0,0,0,1,B,4,1497.00 até 1996.00,486.0,578.1,548.9,667.4,540.0,GO,ANÁPOLIS,5201108
4105788,22,M,Concluído,1,0,0,0,0,1,A,4,<= 998.00,,375.1,440.0,,280.0,AM,UARINI,1304260
705486,20,F,Cursando,2,0,0,0,0,1,B,2,<= 998.00,427.9,413.2,406.1,406.3,560.0,RS,PORTO ALEGRE,4314902
203581,27,M,Concluído,1,0,0,0,0,1,A,4,<= 998.00,425.1,405.1,519.8,458.5,520.0,MA,SUCUPIRA DO RIACHÃO,2111953
3043966,17,M,Cursando,3,0,0,0,0,1,B,3,3992.00 até 4990.00,610.6,639.1,588.1,605.4,680.0,SP,SANTOS,3548500
3386406,17,F,Cursando,2,0,0,0,0,1,B,4,<= 998.00,395.7,505.8,549.4,518.8,580.0,SP,MAUÁ,3529401
4517625,19,F,Concluído,1,0,0,0,0,1,A,4,<= 998.00,380.8,481.0,533.7,519.8,540.0,MA,SÃO LUÍS,2111300
2674615,16,F,Cursando,2,0,0,0,0,1,A,3,<= 998.00,,,,,,PR,PALMAS,4117602
2188940,22,F,Concluído,1,0,0,0,0,1,B,4,2994.00 até 3992.00,375.6,341.7,481.9,399.1,480.0,PA,XINGUARA,1508407
4160933,17,F,Cursando,1,1,0,0,0,1,A,4,<= 998.00,440.5,423.1,494.4,469.1,520.0,PE,RECIFE,2611606
2249650,18,F,Cursando,2,0,0,0,0,1,A,3,<= 998.00,391.5,430.4,507.6,443.1,440.0,MA,SANTA LUZIA,2110005
351104,20,F,Concluído,1,0,0,0,0,1,B,4,998.00 até 1497.00,483.9,503.0,503.3,581.3,640.0,PE,FEIRA NOVA,2605400
58340,19,M,Cursando,2,0,0,0,0,1,B,5,998.00 até 1497.00,467.1,392.0,483.5,573.6,500.0,PA,BELÉM,1501402
2440769,19,F,Concluído,1,0,0,0,0,1,B,5,4990.00 até 5988.00,553.3,585.1,592.9,612.4,640.0,BA,SANTO ANTÔNIO DE JESUS,2928703
953326,19,M,Concluído,1,0,0,0,0,1,A,5,<= 998.00,435.7,445.5,482.4,457.9,380.0,PI,SÃO FRANCISCO DO PIAUÍ,2209708
2137878,19,M,Cursando,2,0,0,0,0,1,B,4,14970.00 até 19960.00,571.9,568.5,581.8,714.9,580.0,RJ,CAMPOS DOS GOYTACAZES,3301009
1478780,21,M,Concluído,1,0,0,0,0,1,B,5,998.00 até 1497.00,,378.6,491.1,,340.0,SP,SÃO PAULO,3550308
3015877,16,F,Cursando,1,1,0,0,0,1,A,7,998.00 até 1497.00,,438.0,427.1,,0.0,PE,PETROLINA,2611101
2008925,17,F,Cursando,2,0,0,0,0,1,B,4,998.00 até 1497.00,510.0,458.9,538.7,507.9,580.0,PR,SÃO PEDRO DO IVAÍ,4125803
2351988,18,F,Concluído,1,0,0,0,0,1,B,5,1996.00 até 2495.00,,,,,,PR,CURITIBA,4106902
401894,19,M,Concluído,1,0,0,0,0,1,A,4,998.00 até 1497.00,570.8,380.8,559.2,370.9,660.0,SE,NOSSA SENHORA DO SOCORRO,2804805
1398937,18,F,Cursando,2,0,0,0,0,1,B,3,1497.00 até 1996.00,492.1,579.9,566.2,584.0,800.0,RJ,SÃO JOÃO DE MERITI,3305109
1694588,79,M,Concluído,1,0,0,0,0,1,B,1,1497.00 até 1996.00,430.5,613.3,545.6,494.2,540.0,CE,FORTALEZA,2304400
3800206,17,M,Cursando,2,0,0,0,0,1,B,3,998.00 até 1497.00,394.6,427.7,513.2,547.0,460.0,PR,TIBAGI,4127502
3282517,16,M,Cursando,1,1,0,0,0,1,B,5,4990.00 até 5988.00,589.8,581.3,575.2,512.7,600.0,SP,SÃO PAULO,3550308
3282714,16,F,Cursando,1,1,0,0,0,1,B,4,9980.00 até 11976.00,530.7,604.3,577.7,661.7,680.0,SP,SÃO PAULO,3550308
392718,18,F,Cursando,1,1,0,0,0,1,B,4,Nenhuma Renda,460.9,401.9,345.6,550.2,0.0,BA,ITAMARAJU,2915601
4491418,27,F,Concluído,1,0,0,0,0,1,B,2,998.00 até 1497.00,,,,,,RJ,MAGÉ,3302502
5081332,22,M,Concluído,1,0,0,0,0,1,B,4,<= 998.00,510.8,458.0,481.2,403.0,600.0,BA,ALAGOINHAS,2900702
1463298,26,F,Concluído,1,0,0,0,0,1,B,2,998.00 até 1497.00,475.8,512.7,561.1,555.1,600.0,RJ,CACHOEIRAS DE MACACU,3300803
4876073,26,M,Concluído,1,0,0,0,0,1,B,3,2495.00 até 2994.00,638.3,625.1,604.2,787.8,640.0,SP,SÃO CAETANO DO SUL,3548807
4258621,22,M,Concluído,1,0,0,0,0,1,B,4,1497.00 até 1996.00,437.5,459.6,463.9,431.2,500.0,SE,ARACAJU,2800308
4341971,20,M,Concluído,1,0,0,0,0,1,B,2,998.00 até 1497.00,546.3,608.5,584.2,649.5,580.0,PR,APUCARANA,4101408
2701942,25,F,Concluído,1,0,0,0,0,1,B,2,1497.00 até 1996.00,,,,,,SP,DIADEMA,3513801
1559600,17,M,Cursando,1,1,0,0,0,1,B,3,998.00 até 1497.00,541.3,629.2,550.1,679.4,620.0,CE,JUAZEIRO DO NORTE,2307304
3343543,28,F,Concluído,1,0,0,0,0,1,B,1,998.00 até 1497.00,496.2,480.5,537.9,458.8,300.0,PA,MARABÁ,1504208
4106114,22,M,Concluído,1,0,0,0,0,1,B,4,998.00 até 1497.00,493.0,450.0,492.8,517.7,460.0,RR,BOA VISTA,1400100
341600,20,F,Concluído,1,0,0,0,0,1,B,4,998.00 até 1497.00,445.4,544.3,491.6,433.4,760.0,AL,PILAR,2706901
2309588,25,M,Concluído,1,0,0,0,0,1,B,4,998.00 até 1497.00,,,,,,SP,TABOÃO DA SERRA,3552809
2628731,18,F,Concluído,1,0,0,0,0,1,B,4,<= 998.00,652.8,685.2,629.5,722.8,880.0,SP,ITAQUAQUECETUBA,3523107
395093,19,F,Concluído,1,0,0,0,0,1,B,4,<= 998.00,446.6,363.7,529.6,423.1,560.0,SE,LAGARTO,2803500
1453384,20,F,Concluído,1,0,0,0,0,1,B,3,998.00 até 1497.00,,,,,,SP,SÃO PAULO,3550308
3463243,19,F,Concluído,1,0,0,0,0,1,B,3,1497.00 até 1996.00,365.4,435.7,450.6,523.7,300.0,GO,ANÁPOLIS,5201108
983954,18,F,Cursando,2,0,0,0,0,1,A,5,<= 998.00,409.9,432.8,509.7,389.7,420.0,MA,SÃO JOSÉ DE RIBAMAR,2111201
2319689,17,F,Cursando,2,0,0,0,0,1,B,6,998.00 até 1497.00,445.6,514.1,517.9,494.1,540.0,SP,ITAQUAQUECETUBA,3523107
769800,22,M,Concluído,1,0,0,0,0,1,B,5,1497.00 até 1996.00,535.4,434.6,538.7,529.4,540.0,RS,URUGUAIANA,4322400
2758033,21,M,Concluído,1,0,0,0,0,1,B,6,998.00 até 1497.00,557.3,587.7,566.0,499.8,720.0,PE,SANTA MARIA DA BOA VISTA,2612604
3575201,36,M,Concluído,1,0,0,0,0,1,B,4,998.00 até 1497.00,,,,,,PE,OLINDA,2609600
3248116,17,F,Cursando,2,0,0,0,0,1,B,4,1497.00 até 1996.00,417.1,524.3,480.1,463.7,700.0,PR,FOZ DO IGUAÇU,4108304
1836933,20,F,Concluído,1,0,0,0,0,1,B,3,2495.00 até 2994.00,,,,,,MG,ITAÚNA,3133808
3691271,40,F,Concluído,1,0,0,0,0,1,B,6,2495.00 até 2994.00,,,,,,RS,ALVORADA,4300604
2489402,17,F,Concluído,1,0,0,0,0,1,B,6,1996.00 até 2495.00,422.1,438.7,489.1,433.9,580.0,AL,JAPARATINGA,2703601
3611913,18,M,Cursando,2,0,0,0,0,1,B,4,2994.00 até 3992.00,484.6,591.8,568.6,773.1,580.0,ES,COLATINA,3201506
1982052,19,M,Concluído,1,0,0,0,0,1,B,4,<= 998.00,,,,,,PR,ARAPONGAS,4101507
1018169,25,M,Concluído,1,0,0,0,0,1,B,1,1497.00 até 1996.00,,,,,,TO,ARAGUAÍNA,1702109
2780901,18,F,Concluído,1,0,0,0,0,1,B,7,998.00 até 1497.00,425.5,524.5,531.7,449.6,280.0,MG,UBERABA,3170107
4475389,17,M,Cursando,2,0,0,0,0,1,B,3,998.00 até 1497.00,541.7,528.1,560.7,550.0,880.0,DF,BRASÍLIA,5300108
2923143,19,M,Concluído,1,0,0,0,0,1,B,5,2495.00 até 2994.00,403.4,381.9,373.1,402.2,420.0,PB,MARI,2509107
2661006,20,M,Concluído,1,0,0,0,0,1,B,4,3992.00 até 4990.00,,,,,,SP,CAMPINAS,3509502
2314844,18,M,Concluído,1,0,0,0,0,1,B,4,1497.00 até 1996.00,620.2,693.5,664.0,798.4,900.0,SP,SÃO BERNARDO DO CAMPO,3548708
3530315,16,F,Cursando,2,0,0,0,0,1,B,5,998.00 até 1497.00,546.2,568.5,548.6,503.9,580.0,BA,WAGNER,2933406
1828669,58,F,Concluído,1,0,0,0,0,1,B,3,2495.00 até 2994.00,502.2,515.3,562.0,484.5,560.0,RJ,RIO DE JANEIRO,3304557
3552353,15,M,Cursando,1,1,0,0,0,1,B,3,4990.00 até 5988.00,602.3,657.0,599.9,789.2,880.0,MG,BELO HORIZONTE,3106200
3381223,32,M,Concluído,1,0,0,0,0,1,B,3,2495.00 até 2994.00,,,,,,SP,SÃO PAULO,3550308
1721484,18,M,Concluído,1,0,0,0,0,1,B,3,Nenhuma Renda,482.1,508.6,475.6,651.7,500.0,PE,TRIUNFO,2615706
4865724,25,F,Concluído,1,0,0,0,0,1,B,2,998.00 até 1497.00,501.8,535.5,574.9,424.6,560.0,PR,PONTA GROSSA,4119905
2211058,30,M,Outros,1,0,0,0,0,1,A,4,998.00 até 1497.00,,,,,,PA,ALMEIRIM,1500503
1422634,29,F,Concluído,1,0,0,0,0,1,B,5,1497.00 até 1996.00,,,,,,RJ,RIO DE JANEIRO,3304557
2244586,23,F,Concluído,1,0,0,0,0,1,A,8,Nenhuma Renda,352.7,454.7,473.8,415.0,540.0,CE,MULUNGU,2309102
1546944,18,F,Concluído,1,0,0,0,0,1,B,3,998.00 até 1497.00,423.3,396.7,495.5,371.9,640.0,PE,CARUARU,2604106
1607559,24,F,Concluído,1,0,0,0,0,1,B,3,998.00 até 1497.00,,439.3,482.4,,400.0,MG,CONTAGEM,3118601
3859990,19,F,Concluído,1,0,0,0,0,1,B,4,<= 998.00,,,,,,RS,PORTO ALEGRE,4314902
3045393,29,F,Cursando,2,0,0,0,0,1,A,3,<= 998.00,425.9,552.2,549.1,552.9,540.0,RS,SÃO JOSÉ DO NORTE,4318507
3266693,17,M,Cursando,2,0,0,0,0,1,B,3,2495.00 até 2994.00,493.0,389.6,549.1,583.1,320.0,SP,SANTO ANTÔNIO DO JARDIM,3548104
4969687,18,F,Cursando,2,0,0,0,0,1,B,6,2495.00 até 2994.00,362.4,367.9,399.9,371.1,460.0,MT,CUIABÁ,5103403
2606604,20,F,Concluído,1,0,0,0,0,1,B,11,998.00 até 1497.00,669.6,663.7,608.3,828.0,960.0,MA,IGARAPÉ DO MEIO,2105153
1693005,31,F,Concluído,1,0,0,0,0,1,A,1,<= 998.00,,,,,,DF,BRASÍLIA,5300108
4421609,30,F,Concluído,1,0,0,0,0,0,A,5,Nenhuma Renda,,,,,,AM,MANAUS,1302603
2143870,26,F,Concluído,1,0,0,0,0,1,B,3,2994.00 até 3992.00,,,,,,MG,BELO HORIZONTE,3106200
2114012,18,M,Concluído,1,0,0,0,0,1,A,3,<= 998.00,473.4,518.2,456.6,485.2,500.0,MA,SÃO LUÍS,2111300
1348711,18,F,Concluído,1,0,0,0,0,1,A,3,<= 998.00,,,,,,SP,GUARULHOS,3518800
12106,18,M,Cursando,2,0,0,0,0,1,B,4,<= 998.00,378.9,511.2,492.7,522.7,320.0,PA,BELÉM,1501402
3353609,19,M,Concluído,1,0,0,0,0,1,B,6,2994.00 até 3992.00,385.5,476.1,460.6,373.4,480.0,RJ,RIO DE JANEIRO,3304557
2350595,18,F,Cursando,2,0,0,0,0,1,B,3,998.00 até 1497.00,,557.5,541.8,,520.0,SP,CAMPINAS,3509502
1653230,15,F,Cursando,1,1,0,0,0,1,B,4,3992.00 até 4990.00,468.7,548.0,570.3,423.3,800.0,RS,SARANDI,4320107
3937336,24,M,Concluído,1,0,0,0,0,1,B,6,1497.00 até 1996.00,598.6,534.8,581.9,552.7,520.0,PA,REDENÇÃO,1506138
4551734,35,F,Concluído,1,0,0,0,0,1,A,2,<= 998.00,393.2,524.7,508.1,392.2,560.0,MA,SÃO LUÍS,2111300
139026,17,M,Cursando,1,1,0,0,0,1,B,9,<= 998.00,499.7,566.7,544.3,650.6,700.0,CE,MORRINHOS,2308906
2271202,19,M,Concluído,1,0,0,0,0,1,A,5,<= 998.00,,382.9,517.5,,400.0,MA,SÃO LUÍS GONZAGA DO MARANHÃO,2111409
2445479,18,F,Cursando,2,0,0,0,0,1,A,6,<= 998.00,442.7,467.1,505.6,423.2,420.0,PE,CARNAUBEIRA DA PENHA,2603926
4256867,23,M,Concluído,1,0,0,0,0,1,B,3,998.00 até 1497.00,455.4,529.1,516.0,466.2,620.0,BA,LAURO DE FREITAS,2919207
1722725,18,M,Cursando,3,0,0,0,0,1,A,6,1497.00 até 1996.00,367.3,449.6,487.7,554.1,580.0,CE,FORTALEZA,2304400
3591600,20,F,Cursando,2,0,0,0,0,1,B,5,<= 998.00,356.2,398.3,484.3,465.8,320.0,RN,SÃO JOSÉ DO CAMPESTRE,2412302
2237909,22,M,Concluído,1,0,0,0,0,1,B,3,2994.00 até 3992.00,559.2,486.3,560.9,376.6,720.0,CE,FORTALEZA,2304400
21012,19,F,Cursando,2,0,0,0,0,1,B,5,<= 998.00,390.3,496.6,336.6,518.6,480.0,RO,OURO PRETO DO OESTE,1100155
2478450,15,M,Cursando,1,1,0,0,0,1,B,4,6986.00 até 7984.00,416.8,495.5,497.9,448.4,640.0,BA,SALVADOR,2927408
2867220,17,M,Cursando,2,0,0,0,0,1,B,4,2994.00 até 3992.00,525.7,547.4,492.8,610.1,640.0,SC,SÃO BENTO DO SUL,4215802
1160419,17,F,Cursando,1,1,0,0,0,1,B,2,1996.00 até 2495.00,401.8,393.6,409.9,503.3,520.0,BA,SALVADOR,2927408
4611046,60,M,Concluído,1,0,0,0,0,1,B,3,7984.00 até 8982.00,400.4,681.0,635.3,780.5,680.0,PE,RECIFE,2611606
3757124,19,M,Concluído,1,0,0,0,0,1,A,6,1497.00 até 1996.00,,,,,,SP,PARANAPANEMA,3535804
2962086,20,F,Concluído,1,0,0,0,0,0,A,4,<= 998.00,495.7,503.1,388.1,432.5,560.0,PA,SÃO FÉLIX DO XINGU,1507300
1852872,17,M,Cursando,2,0,0,0,0,1,A,4,3992.00 até 4990.00,480.8,472.4,513.4,698.1,380.0,MG,SOLEDADE DE MINAS,3167806
3632108,21,M,Concluído,1,0,0,0,0,1,B,3,1996.00 até 2495.00,485.7,503.0,593.7,548.7,720.0,RJ,SÃO GONÇALO,3304904
491323,18,F,Concluído,1,0,0,0,0,1,B,3,998.00 até 1497.00,466.4,472.1,496.5,558.0,820.0,PB,LAGOA SECA,2508307
1406224,17,F,Cursando,2,0,0,0,0,1,B,4,1996.00 até 2495.00,505.7,566.4,544.7,625.5,460.0,MG,MONTES CLAROS,3143302
1321298,22,F,Concluído,1,0,0,0,0,1,B,4,1497.00 até 1996.00,531.2,560.8,606.7,587.2,800.0,SP,SÃO PAULO,3550308
486723,35,M,Concluído,1,0,0,0,0,1,B,4,4990.00 até 5988.00,635.7,672.0,610.0,710.4,920.0,RN,CAICÓ,2402006
1617125,17,F,Cursando,1,1,0,0,0,1,B,6,Nenhuma Renda,,,,,,BA,MAIRI,2920106
2199924,20,M,Cursando,2,0,0,0,0,1,B,5,998.00 até 1497.00,,,,,,RO,PORTO VELHO,1100205
1558597,19,F,Cursando,2,0,0,0,0,1,A,4,<= 998.00,423.3,510.3,468.3,450.9,460.0,CE,CAMOCIM,2302602
492946,19,F,Concluído,1,0,0,0,0,0,B,2,998.00 até 1497.00,552.5,591.6,538.6,611.6,780.0,RN,NATAL,2408102
5058739,18,M,Cursando,2,0,0,0,0,0,B,4,<= 998.00,,,,,,RJ,TERESÓPOLIS,3305802
2471382,18,F,Cursando,2,0,0,0,0,1,A,5,998.00 até 1497.00,460.9,440.4,504.9,556.4,640.0,BA,CONCEIÇÃO DO ALMEIDA,2908309
3447425,20,F,Concluído,1,0,0,0,0,1,B,2,998.00 até 1497.00,525.5,565.4,541.0,517.3,660.0,PE,ILHA DE ITAMARACÁ,2607604
378154,19,F,Concluído,1,0,0,0,0,1,B,6,3992.00 até 4990.00,540.3,609.0,585.7,426.6,580.0,AL,MACEIÓ,2704302
3185338,16,F,Cursando,1,1,0,0,0,1,B,4,998.00 até 1497.00,513.2,547.8,566.3,413.8,820.0,CE,FORTALEZA,2304400
1545743,19,M,Concluído,1,0,0,0,0,1,B,4,1497.00 até 1996.00,394.2,453.0,496.5,481.5,600.0,PE,JABOATÃO DOS GUARARAPES,2607901
3960212,18,M,Cursando,3,0,0,0,0,1,B,5,>= 19960.00,621.1,632.2,581.9,728.3,920.0,MG,SETE LAGOAS,3167202
4017021,19,M,Concluído,1,0,0,0,0,1,B,3,1497.00 até 1996.00,,,,,,CE,SOBRAL,2312908
3536004,17,F,Cursando,2,0,0,0,0,1,B,4,<= 998.00,334.6,362.1,477.7,509.4,460.0,BA,BOQUIRA,2904100
896573,17,F,Cursando,3,0,0,0,0,1,B,3,2994.00 até 3992.00,449.9,542.8,517.5,517.7,820.0,PR,PATO BRANCO,4118501
4408795,65,M,Concluído,1,0,0,0,0,1,A,3,998.00 até 1497.00,,,,,,PA,BELÉM,1501402
1971831,20,F,Concluído,1,0,0,0,0,1,B,2,1497.00 até 1996.00,642.6,669.2,615.2,823.8,940.0,PR,PARANAGUÁ,4118204
3012597,16,F,Cursando,1,1,0,0,0,1,B,4,<= 998.00,387.3,504.9,421.6,513.3,600.0,PE,TRINDADE,2615607
3397218,18,M,Cursando,2,0,0,0,0,1,B,4,<= 998.00,,,,,,AL,PASSO DE CAMARAGIBE,2706505
4910378,49,M,Concluído,1,0,0,0,0,1,B,4,5988.00 até 6986.00,421.4,558.0,515.6,622.6,600.0,SC,BLUMENAU,4202404
1949926,20,M,Concluído,1,0,0,0,0,1,A,5,<= 998.00,395.9,403.0,395.0,426.8,140.0,AL,MACEIÓ,2704302
1334657,23,F,Concluído,1,0,0,0,0,1,B,2,1996.00 até 2495.00,390.6,519.4,566.1,411.6,540.0,SP,SANTO ANDRÉ,3547809
3466743,17,F,Cursando,1,1,0,0,0,1,B,3,1497.00 até 1996.00,415.9,472.7,513.5,429.5,520.0,GO,PLANALTINA,5217609
2462889,19,F,Concluído,1,0,0,0,0,1,B,4,998.00 até 1497.00,580.6,523.8,508.0,549.0,740.0,MG,BELO HORIZONTE,3106200
1594602,18,F,Concluído,1,0,0,0,0,1,B,3,998.00 até 1497.00,517.3,579.1,537.0,480.8,560.0,MG,UBÁ,3169901
2043442,17,M,Cursando,3,0,0,0,0,1,B,2,1497.00 até 1996.00,584.9,627.2,590.0,739.8,940.0,PA,BELÉM,1501402
2886072,18,F,Cursando,1,1,0,0,0,1,B,4,2495.00 até 2994.00,,346.3,407.3,,420.0,RN,NATAL,2408102
4467628,16,F,Cursando,1,1,0,0,0,1,B,3,14970.00 até 19960.00,530.1,629.8,574.5,452.7,800.0,DF,BRASÍLIA,5300108
2643386,18,F,Cursando,2,0,0,0,0,1,B,3,1996.00 até 2495.00,528.6,590.2,579.5,422.6,620.0,SP,SANTO ANDRÉ,3547809
3176772,16,F,Cursando,1,1,0,0,0,1,B,3,1996.00 até 2495.00,518.3,571.8,564.1,551.4,840.0,CE,MARACANAÚ,2307650
4245904,16,F,Cursando,1,1,0,0,0,1,B,4,3992.00 até 4990.00,398.1,,,419.6,,SC,RIO DO SUL,4214805
1407629,17,M,Cursando,2,0,0,0,0,1,B,3,1497.00 até 1996.00,520.2,520.9,554.2,574.5,580.0,MG,DIVINÓPOLIS,3122306
3273374,21,M,Concluído,1,0,0,0,0,1,B,4,998.00 até 1497.00,,549.4,559.3,,820.0,SP,SÃO PAULO,3550308
2768850,21,M,Concluído,1,0,0,0,0,1,A,2,<= 998.00,402.4,348.0,461.4,533.7,140.0,ES,SERRA,3205002
3291376,21,M,Concluído,1,0,0,0,0,1,B,4,3992.00 até 4990.00,562.7,567.9,513.9,651.5,580.0,SP,TAUBATÉ,3554102
854567,17,F,Cursando,3,0,0,0,0,1,B,3,3992.00 até 4990.00,563.1,613.9,623.4,613.8,720.0,PR,FOZ DO IGUAÇU,4108304
4099010,18,M,Cursando,2,0,0,0,0,1,A,3,998.00 até 1497.00,523.7,560.6,559.4,649.2,600.0,TO,PORTO NACIONAL,1718204
4657738,16,M,Cursando,1,1,0,0,0,1,B,4,998.00 até 1497.00,411.3,389.2,473.0,418.3,500.0,BA,XIQUE-XIQUE,2933604
2536163,18,F,Cursando,2,0,0,0,0,1,A,4,<= 998.00,464.7,430.7,536.9,476.3,680.0,MG,MONTES CLAROS,3143302
1318879,17,F,Cursando,2,0,0,0,0,1,B,3,3992.00 até 4990.00,541.6,620.9,578.0,731.6,760.0,PR,SÃO JOSÉ DOS PINHAIS,4125506
2837,28,F,Concluído,1,0,0,0,0,1,A,13,2495.00 até 2994.00,,,,,,PA,BELÉM,1501402
3569557,42,F,Concluído,1,0,0,0,0,1,A,5,<= 998.00,436.4,432.7,361.3,424.9,400.0,PA,BRAGANÇA,1501709
2009508,16,F,Cursando,1,1,0,0,0,1,B,3,3992.00 até 4990.00,381.0,427.0,475.9,379.3,360.0,PR,CURITIBA,4106902
3472808,16,M,Cursando,1,1,0,0,0,1,B,3,9980.00 até 11976.00,396.9,382.2,421.6,648.4,380.0,GO,GUARANI DE GOIÁS,5209408
4334962,17,M,Cursando,1,1,0,0,0,1,B,5,7984.00 até 8982.00,500.9,559.8,555.8,677.9,760.0,SP,GUARULHOS,3518800
112547,18,M,Cursando,2,0,0,0,0,1,A,2,998.00 até 1497.00,464.9,501.5,568.1,398.2,560.0,PI,TERESINA,2211001
2324152,22,F,Concluído,1,0,0,0,0,1,B,3,2495.00 até 2994.00,,,,,,SP,SÃO PAULO,3550308
4942876,18,M,Concluído,1,0,0,0,0,1,B,2,2994.00 até 3992.00,,,,,,RS,PAROBÉ,4314050
2252155,18,F,Cursando,2,0,0,0,0,0,A,5,Nenhuma Renda,435.8,399.5,409.0,432.9,0.0,CE,MARANGUAPE,2307700
533466,38,F,Concluído,1,0,0,0,0,0,A,3,Nenhuma Renda,516.2,566.3,549.3,474.7,500.0,RJ,MAGÉ,3302502
